route,seq,name_en,name_tc,name_sc,location_en,location_tc,location_sc,lat,lng,path
10,24,FOO KWAI STREET,富貴街,富贵街,TAI KOK TSUI ROADO/S HSE NO. 9,大角咀道門牌9號,大角咀道门牌9号,22.318679217,114.16186719,"[[""22.318679217"",""114.16186719""],[""22.318678491"",""114.16197763""],[""22.319135965"",""114.161972334""],[""22.319344023"",""114.161978739""],[""22.319385663"",""114.161995395""],[""22.319418976"",""114.162009672""],[""22.319440392"",""114.162035846""],[""22.319459427"",""114.162071539""],[""22.319473704"",""114.162116748""],[""22.319480842"",""114.162157198""],[""22.319479652"",""114.162198839""],[""22.319474894"",""114.162242859""],[""22.319462996"",""114.162294018""],[""22.31944634"",""114.162333279""],[""22.319417786"",""114.162368971""],[""22.319357036"",""114.162433352""],[""22.319224139"",""114.162597534""],[""22.319195306"",""114.162646178""],[""22.31918103"",""114.162689008""],[""22.31918222"",""114.162717561""],[""22.319186979"",""114.162746115""],[""22.319197685"",""114.162778238""],[""22.319210774"",""114.162800843""],[""22.319228619"",""114.162819879""],[""22.319247654"",""114.162836535""],[""22.31926669"",""114.162844864""],[""22.319389308"",""114.162873026""],[""22.319514155"",""114.162897211""]]"
10,25,BEECH STREET,櫸樹街,榉树街,BEECH STREETO/S NEW KOWLOON PLAZA,櫸樹街近新九龍廣場,榉树街近新九龙广场,22.319353773,114.162801924,"[[""22.319353773"",""114.162801924""],[""22.319514155"",""114.162897211""],[""22.319650973"",""114.162925765""],[""22.319886539"",""114.163012615""],[""22.3200542"",""114.163046117""],[""22.320209648"",""114.163078652""],[""22.32023513"",""114.163086378""],[""22.320254167"",""114.163099465""],[""22.320266063"",""114.163116121""],[""22.320277961"",""114.163137537""],[""22.320285304"",""114.163163726""],[""22.320204198"",""114.163602721""],[""22.320089984"",""114.164259452""],[""22.320048344"",""114.164506916""],[""22.320047153"",""114.164529522""],[""22.320055481"",""114.164555695""],[""22.320072137"",""114.164575921""],[""22.320095932"",""114.164593766""],[""22.320126866"",""114.164604474""],[""22.320694367"",""114.164719878""],[""22.320736008"",""114.164741293""],[""22.320758612"",""114.164767468""],[""22.320770509"",""114.164796021""],[""22.320776459"",""114.164832902""],[""22.320777648"",""114.164870974""],[""22.320774078"",""114.164905476""],[""22.32076932"",""114.164939978""],[""22.320753853"",""114.16497924""],[""22.320513528"",""114.165296897""]]"
10,26,FUK TSUN STREET,福全街,福全街,FUK TSUN STREETO/S HSE NO. 4A,福全街門牌4A號,福全街门牌4A号,22.320535851,114.165324771,"[[""22.320535851"",""114.165324771""],[""22.320513528"",""114.165296897""],[""22.32036957"",""114.165478926""],[""22.32028153"",""114.165609796""],[""22.320273202"",""114.165634781""],[""22.320268443"",""114.165659766""],[""22.320255356"",""114.165701406""],[""22.320247029"",""114.16572639""],[""22.320239889"",""114.165763272""],[""22.32023632"",""114.165802533""],[""22.320232752"",""114.165847742""],[""22.32023513"",""114.16590247""],[""22.320237511"",""114.165942921""],[""22.32027197"",""114.166139388""],[""22.320286184"",""114.166207157""],[""22.320305943"",""114.166301366""],[""22.320371107"",""114.166660587""],[""22.320474266"",""114.167248056""],[""22.320534944"",""114.167483622""],[""22.320602758"",""114.167729896""],[""22.320648885"",""114.167970218""],[""22.320665911"",""114.16806537""],[""22.320740767"",""114.168481806""],[""22.320819289"",""114.168918438""],[""22.320846653"",""114.168998149""],[""22.320872826"",""114.169061205""],[""22.320896622"",""114.169149246""],[""22.320964435"",""114.169527579""],[""22.320954917"",""114.169573978""],[""22.320943021"",""114.169597773""],[""22.320928744"",""114.169622758""],[""22.320908519"",""114.169645362""],[""22.320888293"",""114.169669158""],[""22.320864498"",""114.169688193""],[""22.320827947"",""114.169700319""],[""22.320365929"",""114.169797388""],[""22.320266064"",""114.169815494""],[""22.32011021"",""114.169847616""],[""22.319771137"",""114.169922569""],[""22.319656921"",""114.169947554""],[""22.319601005"",""114.16996421""],[""22.319554606"",""114.169974918""],[""22.319532"",""114.169990384""],[""22.319521293"",""114.17000823""],[""22.319515344"",""114.170033214""],[""22.319517724"",""114.170078425""],[""22.319579589"",""114.170438913""],[""22.319630312"",""114.1707188""]]"
10,27,MONG KOK STATION,旺角站,旺角站,ARGYLE STREETO/S HSE NO. 83SINCERE HOUSE,亞皆老街門牌83號先施大廈,亚皆老街门牌83号先施大厦,22.319687832,114.170706811,"[[""22.319687832"",""114.170706811""],[""22.319630312"",""114.1707188""],[""22.319682373"",""114.170989501""],[""22.31978826"",""114.171542726""],[""22.31985104"",""114.171885475""],[""22.319901192"",""114.172170056""],[""22.319949888"",""114.172446365""],[""22.320015682"",""114.172843476""],[""22.320077976"",""114.173185629""],[""22.320145178"",""114.173624754""],[""22.320168974"",""114.173765143""],[""22.320207045"",""114.173949551""],[""22.320299843"",""114.17435049""],[""22.320335606"",""114.174548387""],[""22.320521889"",""114.17545635""],[""22.320581869"",""114.175732354""],[""22.320602035"",""114.175811479""],[""22.320621071"",""114.175881673""],[""22.320644866"",""114.175961385""],[""22.320668659"",""114.17603039""],[""22.320693644"",""114.176091066""]]"
10,28,CLP POWER ARGYLE STREET,亞皆老街中電,亚皆老街中电,ARGYLE STREETO/S HSE NO. 121,亞皆老街門牌121號,亚皆老街门牌121号,22.320702759,114.176085744,"[[""22.320702759"",""114.176085744""],[""22.320692458"",""114.176086974""],[""22.32083885"",""114.176433369""],[""22.320937848"",""114.176680385""],[""22.320975876"",""114.176770385""],[""22.321022846"",""114.176891371""],[""22.321154813"",""114.177201324""],[""22.321194168"",""114.177275426""],[""22.321213796"",""114.177312383""],[""22.32124484"",""114.17737027""],[""22.321274233"",""114.177414046""],[""22.321305166"",""114.177461635""],[""22.321339668"",""114.177505656""],[""22.321384877"",""114.177552055""],[""22.321425328"",""114.177590126""],[""22.321467793"",""114.177622338""],[""22.321497826"",""114.17764536""],[""22.32162031"",""114.177723829""],[""22.321726849"",""114.177776396""],[""22.322113586"",""114.177899148""],[""22.322241801"",""114.177930378""],[""22.322542858"",""114.178021341""],[""22.322827837"",""114.178086361""],[""22.322905789"",""114.178093408""],[""22.323024839"",""114.178108382""],[""22.323105864"",""114.178117352""],[""22.323169473"",""114.178120746""],[""22.323255135"",""114.178124315""],[""22.323387194"",""114.178129074""],[""22.323524013"",""114.178138593""]]"
10,29,ST. GEORGE APARTMENTS,聖佐治大廈,圣佐治大厦,WATERLOO RDHSE NO. 81 NORTH OF ARGYLE STST. GEORGE APARTMENTS,窩打老道亞皆老街以北門牌81號聖佐治大廈,窝打老道亚皆老街以北门牌81号圣佐治大厦,22.323515785,114.178017273,"[[""22.323515785"",""114.178017273""],[""22.323524013"",""114.178138593""],[""22.323804809"",""114.178167403""],[""22.324256887"",""114.178190941""],[""22.324378835"",""114.178198396""],[""22.32485599"",""114.178220937""],[""22.32512962"",""114.17823361""],[""22.325414495"",""114.178243288""],[""22.32548112"",""114.178250428""],[""22.325554883"",""114.178271843""],[""22.325592822"",""114.178287369""],[""22.325632837"",""114.17830939""],[""22.325667794"",""114.17834038""],[""22.325729773"",""114.178421748""],[""22.325765465"",""114.178487183""],[""22.325798778"",""114.178515737""],[""22.325828522"",""114.178537153""],[""22.325855884"",""114.178541911""],[""22.325897525"",""114.178541912""],[""22.325942735"",""114.178540721""],[""22.325992785"",""114.178532399""],[""22.326035535"",""114.178525254""],[""22.326082078"",""114.178527906""],[""22.32619063"",""114.178532446""],[""22.326762688"",""114.178556371""],[""22.326892225"",""114.178564176""],[""22.326902825"",""114.1785654""],[""22.326946084"",""114.178578995""],[""22.326984155"",""114.178617068""],[""22.327005571"",""114.178669415""],[""22.327012709"",""114.178733661""],[""22.327068511"",""114.18026754""],[""22.327054235"",""114.180312749""],[""22.327018542"",""114.180348441""],[""22.326961435"",""114.180367477""],[""22.32689481"",""114.180374615""],[""22.326433196"",""114.180405548""]]"
10,30,EARL STREET,伯爵街,伯爵街,EARL STO/S HSE NO. 284 NEAR PRINCEEDWARD RD WEST,伯爵街門牌284號近太子道西,伯爵街门牌284号近太子道西,22.326434887,114.180471818,"[[""22.326434887"",""114.180471818""],[""22.326433196"",""114.180405548""],[""22.326334049"",""114.180402677""],[""22.326262665"",""114.180412195""],[""22.326224593"",""114.180452646""],[""22.326215076"",""114.180514513""],[""22.326419709"",""114.181699484""],[""22.326443504"",""114.181851769""],[""22.326474436"",""114.181901738""],[""22.326531544"",""114.181916016""],[""22.326598168"",""114.181916015""],[""22.327193034"",""114.181889842""],[""22.328501737"",""114.181944568""]]"
10,31,LA SALLE COLLEGE,喇沙書院,喇沙书院,LA SALLE RDO/S HSE NO 5,喇沙利道門牌5號,喇沙利道门牌5号,22.328511885,114.181842929,"[[""22.328511885"",""114.181842929""],[""22.328501737"",""114.181944568""],[""22.329809251"",""114.182001676""]]"
10,32,LANCASHIRE ROAD,蘭開夏道,兰开夏道,LA SALLE RDHSE NO. 17-21,喇沙利道門牌17-21號,喇沙利道门牌17-21号,22.329811723,114.181879982,"[[""22.329811723"",""114.181879982""],[""22.329809251"",""114.182001676""],[""22.330082889"",""114.182007624""],[""22.330154274"",""114.18202666""],[""22.330206621"",""114.182083767""],[""22.330213759"",""114.182162289""],[""22.330209001"",""114.182307436""],[""22.330192345"",""114.182588212""],[""22.330180448"",""114.182666735""],[""22.330132858"",""114.182750017""],[""22.330042439"",""114.182816642""],[""22.329223904"",""114.183494787""],[""22.329178694"",""114.183551894""],[""22.329143002"",""114.183623279""],[""22.329131104"",""114.183713697""],[""22.329094049"",""114.184762554""]]"
10,33,COLLEGE ROAD,書院道,书院道,NGA TSIN WAI RDO/S HSE NO. 156 NEAR COLLEGEROAD,衙前圍道門牌156號近書院道,衙前围道门牌156号近书院道,22.32915294,114.184761011,"[[""22.32915294"",""114.184761011""],[""22.329094049"",""114.184762554""],[""22.328982882"",""114.18787788""]]"
10,34,LION ROCK ROAD,獅子石道,狮子石道,NGA TSIN WAI RDO/S HOUSE NO.128,衙前圍道128號,衙前围道128号,22.329044955,114.187875015,"[[""22.329044955"",""114.187875015""],[""22.328982882"",""114.18787788""],[""22.328921437"",""114.189567787""]]"
10,35,NAM KOK ROAD,南角道,南角道,NGA TSIN WAI RDO/S HOUSE NO. 88,衙前圍道88號,衙前围道88号,22.328990083,114.189568212,"[[""22.328990083"",""114.189568212""],[""22.328921437"",""114.189567787""],[""22.328874523"",""114.191370104""],[""22.328876901"",""114.191423642""],[""22.328893558"",""114.191452196""],[""22.328928061"",""114.191467662""],[""22.328980408"",""114.191471231""],[""22.329399194"",""114.191495026""],[""22.32985962"",""114.191515252""]]"
10,36,TAK KU LING ROAD,打鼓嶺道,打鼓岭道,TAK KU LING RDO/S HOUSE NO.69,打鼓嶺道69號,打鼓岭道69号,22.329860812,114.191436829,"[[""22.329860812"",""114.191436829""],[""22.32985962"",""114.191515252""],[""22.330327183"",""114.191540236""],[""22.330521109"",""114.191561652""],[""22.330567509"",""114.191584256""],[""22.33060558"",""114.191616379""],[""22.330641272"",""114.191669916""],[""22.330699569"",""114.191813874""],[""22.330776901"",""114.191956643""],[""22.330886356"",""114.192111307""],[""22.331041022"",""114.192262402""],[""22.331764377"",""114.192932221""],[""22.332649612"",""114.19371616""]]"
10,37,"HONG TUNG HOUSE, TUNG TAU ESTATE",東頭康東樓,东头康东楼,"LOK SIN RDNEAR HONG TuNG HOUSE,TUNG TAU ESTATE",樂善道近東頭康東樓,乐善道近东头康东楼,22.332683217,114.19366,"[[""22.332683217"",""114.19366""],[""22.332649612"",""114.19371616""],[""22.332950539"",""114.193982753""],[""22.333293181"",""114.194342051""],[""22.333707208"",""114.194798908""],[""22.333746469"",""114.194826273""],[""22.333786919"",""114.194838169""],[""22.333827371"",""114.194836979""],[""22.333871391"",""114.194823892""],[""22.333924928"",""114.194795339""],[""22.334013146"",""114.194717388""]]"
10,38,WONG CHUNG MING SECONDARY SCHOOL,王仲銘中學,王仲铭中学,CHOI HUNG RDNEAR LOK SIN TONG WONG CHUNGMING SECONDARY SCHOOL,彩虹道近樂善堂王仲銘中學,彩虹道近乐善堂王仲铭中学,22.333958115,114.194661185,"[[""22.333958115"",""114.194661185""],[""22.334013146"",""114.194717388""],[""22.334057668"",""114.194674336""],[""22.334061671"",""114.194670466""],[""22.334151647"",""114.194584474""],[""22.334240828"",""114.194499919""],[""22.334440631"",""114.194310483""],[""22.334550657"",""114.194227456""],[""22.334629606"",""114.194184462""],[""22.334718673"",""114.194156526""],[""22.334768157"",""114.194139278""],[""22.334815684"",""114.194132515""],[""22.334900216"",""114.194121432""],[""22.334975654"",""114.194120522""],[""22.335129661"",""114.194129511""],[""22.335203597"",""114.19413333""],[""22.335274981"",""114.194142848""],[""22.335350685"",""114.194159487""],[""22.335418939"",""114.19417378""],[""22.335492702"",""114.194191626""],[""22.335584312"",""114.194220179""],[""22.335661643"",""114.194246353""],[""22.335738977"",""114.194276097""],[""22.335828207"",""114.194310599""],[""22.335918626"",""114.194352239""],[""22.336044637"",""114.194415506""],[""22.3361616"",""114.19448551""],[""22.336268407"",""114.194544977""],[""22.336464711"",""114.194679415""]]"
10,39,TAI TUNG HOUSE,泰東樓,泰东楼,CHOI HUNG RDNEAR TUNG TAI LANE,彩虹道近東泰里,彩虹道近东泰里,22.336514901,114.194622075,"[[""22.336514901"",""114.194622075""],[""22.336464711"",""114.194679415""],[""22.336818061"",""114.194941156""],[""22.336939415"",""114.195041093""],[""22.337194016"",""114.195226691""],[""22.337291574"",""114.195300456""],[""22.337712651"",""114.195600501""],[""22.33812907"",""114.195908871""],[""22.338213615"",""114.195973842""],[""22.338280241"",""114.19602738""],[""22.3384016"",""114.196128564""],[""22.338517657"",""114.19622756""],[""22.338720595"",""114.196431553""],[""22.338796637"",""114.196535508""],[""22.338873582"",""114.19664555""],[""22.338925601"",""114.196731566""],[""22.338971565"",""114.196812533""],[""22.339095185"",""114.197079599""],[""22.339107651"",""114.197106529""],[""22.339119396"",""114.197137065""]]"
11,8,CHI KIANG STREET PLAYGROUND,浙江街遊樂場,浙江街游乐场,CHATHAM RD NORTHNEAR CHI KIANG ST GARDEN,漆咸道北近浙江街公園,漆咸道北近浙江街公园,22.314562158,114.187656106,"[[""22.314562158"",""114.187656106""],[""22.314562879"",""114.187614578""],[""22.314463693"",""114.187571247""],[""22.31432616"",""114.187518699""],[""22.314182202"",""114.187469919""],[""22.314048952"",""114.187428279""],[""22.313881201"",""114.187344999""],[""22.313768177"",""114.187287891""],[""22.313652772"",""114.187224835""],[""22.313546886"",""114.187172487""],[""22.313482641"",""114.187139174""],[""22.313286335"",""114.187022582""],[""22.313025785"",""114.186866726""],[""22.312906811"",""114.186792963""],[""22.312823458"",""114.186745148""],[""22.312690546"",""114.186661895""],[""22.312328507"",""114.186426068""],[""22.312288509"",""114.186399848""]]"
13D,9,KOWLOON HOSPITAL,九龍醫院,九龙医院,ARGYLE STKOWLOON HOSPITALLP E6277-7,亞皆老街九龍醫院燈柱E6277-7,亚皆老街九龙医院灯柱E6277-7,22.322801201,114.180560293,"[[""22.322801201"",""114.180560293""],[""22.322772686"",""114.180545861""],[""22.322815516"",""114.180700525""],[""22.323035617"",""114.181243042""],[""22.323209959"",""114.18166323""],[""22.323591221"",""114.182501777""],[""22.32367807"",""114.182630268""],[""22.323758973"",""114.182811107""]]"
10,40,WONG TAI SIN POLICE STATION,黃大仙警署,黄大仙警署,CHOI HUNG RDNEAR WONG TAI SINPOLICE STATION,彩虹道近黃大仙警署,彩虹道近黄大仙警署,22.339170725,114.197123264,"[[""22.339170725"",""114.197123264""],[""22.339119396"",""114.197137065""],[""22.33916463"",""114.197254661""],[""22.339249599"",""114.197475563""],[""22.339303095"",""114.197590683""],[""22.339348306"",""114.197671585""],[""22.339392326"",""114.19773702""],[""22.339445863"",""114.197802455""],[""22.33950416"",""114.197861943""],[""22.339569596"",""114.197920239""],[""22.339626703"",""114.19795831""],[""22.339720578"",""114.198026593""],[""22.339753635"",""114.198041572""],[""22.339835557"",""114.198074578""],[""22.339979622"",""114.198120566""],[""22.340568627"",""114.198221559""],[""22.340587595"",""114.198224524""],[""22.340807624"",""114.198266601""],[""22.340825599"",""114.198267566""],[""22.340843574"",""114.198270531""],[""22.341143633"",""114.198321589""],[""22.341186625"",""114.198329604""],[""22.341405573"",""114.198368557""],[""22.341407558"",""114.198368557""],[""22.341408554"",""114.198368557""],[""22.341523626"",""114.198385552""],[""22.341629113"",""114.198399771""],[""22.341642585"",""114.198401587""],[""22.341653604"",""114.19840255""],[""22.341664623"",""114.198404554""],[""22.341752599"",""114.198415539""],[""22.341759556"",""114.198416581""],[""22.341760548"",""114.198416581""],[""22.342225073"",""114.198498448""],[""22.342540557"",""114.198550618""],[""22.34267892"",""114.198576998""],[""22.343033577"",""114.198644614""],[""22.343095957"",""114.198661441""],[""22.343135217"",""114.198680478""],[""22.343163771"",""114.198697134""],[""22.343189945"",""114.198712599""],[""22.343212593"",""114.198735616""],[""22.343225637"",""114.198767327""],[""22.343236344"",""114.198806589""],[""22.343244672"",""114.19884704""],[""22.343245863"",""114.19888392""],[""22.343151873"",""114.199579913""],[""22.343166151"",""114.199807151""],[""22.343147114"",""114.200004647""]]"
