route,seq,name_en,name_tc,name_sc,location_en,location_tc,location_sc,lat,lng,path
9,21,"SZE MEI STREET, SAN PO KONG",新蒲崗四美街,新蒲岗四美街,CHOI HUNG RDNEAR LUEN YEE ROAD,彩虹道近聯宜路,彩虹道近联宜路,22.338289052,114.201630953,"[[""22.338289052"",""114.201630953""],[""22.338181462"",""114.201602173""],[""22.337980592"",""114.202013526""],[""22.337891593"",""114.202193531""],[""22.337858522"",""114.202266557""],[""22.337834578"",""114.202318527""],[""22.33781253"",""114.202367531""],[""22.337779551"",""114.202434551""],[""22.337727505"",""114.202539527""],[""22.33765856"",""114.202707523""],[""22.33761541"",""114.202805326""],[""22.337572579"",""114.202913591""],[""22.337510714"",""114.203074204""],[""22.337479781"",""114.203174142""],[""22.337469073"",""114.203220541""],[""22.337469073"",""114.203259802""],[""22.337463124"",""114.203301443""],[""22.337446467"",""114.203331187""],[""22.337421484"",""114.203363309""],[""22.337381648"",""114.20339407""],[""22.337337516"",""114.203409525""],[""22.337311502"",""114.203421531""],[""22.337248539"",""114.203443541""],[""22.337192534"",""114.203469476""],[""22.337115563"",""114.203536489""],[""22.337080512"",""114.203571476""],[""22.337045551"",""114.203605504""],[""22.337009502"",""114.203653545""],[""22.336955563"",""114.203734495""],[""22.336928362"",""114.203818804""],[""22.336925982"",""114.203850927""],[""22.336925982"",""114.203888998""],[""22.336934573"",""114.203935491""],[""22.336948571"",""114.20396152""],[""22.336949563"",""114.203965524""],[""22.336955522"",""114.203988508""],[""22.336958493"",""114.204033513""],[""22.336955503"",""114.204091491""],[""22.336941493"",""114.204146502""],[""22.336920531"",""114.204184536""],[""22.336898577"",""114.204219527""],[""22.336863523"",""114.204256517""],[""22.336812577"",""114.204277487""],[""22.336755489"",""114.204284523""],[""22.336713577"",""114.204281472""],[""22.336684494"",""114.204276501""],[""22.336620222"",""114.204272092""],[""22.336558356"",""114.204269712""],[""22.336509577"",""114.20428161""],[""22.336448554"",""114.204309528""],[""22.336035939"",""114.204525641""],[""22.33552651"",""114.204792463""],[""22.33548486"",""114.204813925""]]"
9,22,KAM PIK HOUSE,金碧樓,金碧楼,CHOI HUNG ACCESS RDO/S KAM PIK HOUSECHOI HUNG ESTATE,彩虹通道彩虹金碧樓對開,彩虹通道彩虹金碧楼对开,22.335521779,114.204885976,"[[""22.335521779"",""114.204885976""],[""22.33548486"",""114.204813925""],[""22.335066528"",""114.205029486""],[""22.334937449"",""114.205079426""],[""22.334867525"",""114.20510648""],[""22.334828503"",""114.205115521""],[""22.334800501"",""114.205121521""],[""22.334745207"",""114.205145354""],[""22.334697616"",""114.205183425""],[""22.334585488"",""114.205314468""],[""22.334432532"",""114.205509508""],[""22.333760529"",""114.206366442""],[""22.333704514"",""114.206437459""],[""22.333667472"",""114.206491505""],[""22.33359953"",""114.206574451""],[""22.333574505"",""114.206597429""],[""22.333325857"",""114.206870463""],[""22.333211644"",""114.207002524""],[""22.333111706"",""114.207116737""],[""22.333001061"",""114.207255936""],[""22.332955549"",""114.20730446""],[""22.33289655"",""114.207389489""],[""22.332830504"",""114.207480443""],[""22.332797526"",""114.207527441""],[""22.332734461"",""114.207617434""],[""22.332689467"",""114.207674439""],[""22.332653507"",""114.207720475""],[""22.332494097"",""114.207946387""],[""22.332214499"",""114.208303421""],[""22.331935062"",""114.208655059""],[""22.331883904"",""114.208735961""],[""22.33185892"",""114.208790688""],[""22.331842264"",""114.20882638""],[""22.331835471"",""114.208864432""],[""22.331841514"",""114.208905433""],[""22.331857491"",""114.208953403""],[""22.331935496"",""114.209141441""],[""22.33196746"",""114.209206471""],[""22.332004068"",""114.20926539""],[""22.33203151"",""114.209337211""],[""22.332055487"",""114.209415413""],[""22.332085441"",""114.209575414""],[""22.332094487"",""114.209617551""],[""22.332109455"",""114.209645406""],[""22.33256344"",""114.210067438""],[""22.333037471"",""114.210509417""],[""22.333091478"",""114.210549469""],[""22.333124794"",""114.210559817""],[""22.333157504"",""114.21056342""],[""22.333223444"",""114.210563435""],[""22.333638756"",""114.210469398""],[""22.333886221"",""114.21041348""],[""22.333913585"",""114.210403964""],[""22.333935"",""114.210390876""],[""22.333951656"",""114.210373031""],[""22.333961173"",""114.210350425""],[""22.333967122"",""114.21033139""],[""22.333910015"",""114.210014921""]]"
9,999,PING SHEK BUS TERMINUS,坪石總站,坪石总站,PING SHEK B/T,坪石巴士總站,坪石巴士总站,22.334034152,114.210012785,"[[""22.334034152"",""114.210012785""]]"
10,0,CHOI WAN BUS TERMINUS,彩雲總站,彩云总站,CLEAR WATER BAY ROADO/S CHOI WAN SHOPPING PLAZA,清水灣道彩雲商場對出,清水湾道彩云商场对出,22.333447792,114.214864902,"[[""22.333447792"",""114.214864902""],[""22.333444681"",""114.214770168""],[""22.333435164"",""114.214724957""],[""22.333432785"",""114.214698783""],[""22.333437543"",""114.214677368""],[""22.333443493"",""114.214654763""],[""22.333463718"",""114.21462621""],[""22.333482753"",""114.214607174""],[""22.33349227"",""114.21458219""],[""22.333475442"",""114.214320421""],[""22.333474394"",""114.214156422""],[""22.333474401"",""114.214125432""],[""22.333492519"",""114.213940887""],[""22.333495408"",""114.213911469""],[""22.333508433"",""114.213831476""],[""22.333526409"",""114.213771065""],[""22.333558422"",""114.213663485""],[""22.333626478"",""114.213479484""],[""22.333685401"",""114.213347451""],[""22.33373647"",""114.213193475""],[""22.333751632"",""114.213139046""],[""22.333757581"",""114.213097406""],[""22.333761151"",""114.213060524""],[""22.33376115"",""114.21303316""],[""22.333756392"",""114.212995089""],[""22.333745684"",""114.21295226""],[""22.333736166"",""114.212910618""],[""22.333718319"",""114.212854701""],[""22.333693335"",""114.212794026""],[""22.333640988"",""114.212713123""],[""22.33360146"",""114.212658441""],[""22.33352325"",""114.212501315""],[""22.333519634"",""114.212465659""],[""22.333523204"",""114.212426398""],[""22.333536292"",""114.212385947""],[""22.333567224"",""114.212346686""],[""22.333614814"",""114.212302666""],[""22.33374094"",""114.212203864""],[""22.333784089"",""114.212168012""],[""22.333913489"",""114.212060498""],[""22.333989578"",""114.2119743""],[""22.334050254"",""114.211896968""],[""22.334094813"",""114.211831661""],[""22.334140024"",""114.211766225""],[""22.334176904"",""114.211710308""],[""22.334210218"",""114.21165558""],[""22.334235202"",""114.211598474""],[""22.334261375"",""114.211542556""],[""22.334278031"",""114.211499725""],[""22.334294688"",""114.211431911""],[""22.334311344"",""114.21134744""],[""22.334326811"",""114.211237985""],[""22.334339897"",""114.211115442""],[""22.334343467"",""114.210970295""],[""22.334344656"",""114.21085965""],[""22.334337519"",""114.21077161""],[""22.33432478"",""114.210687798""],[""22.334323504"",""114.21067749""],[""22.334302487"",""114.210546479""],[""22.334276444"",""114.210384517""],[""22.334264548"",""114.210352395""],[""22.334240753"",""114.210332168""],[""22.334216958"",""114.210322651""],[""22.334147954"",""114.210333359""],[""22.33412416"",""114.210320271""],[""22.334107503"",""114.210292908""],[""22.334099175"",""114.210251268""],[""22.334072208"",""114.210098223""]]"
10,1,CHOI HUNG STATION,彩虹站,彩虹站,CLEAR WATER BAY RDPING SHEK B/T O/SCHOI HUNG STATION,"清水灣道坪石總站,彩虹站外","清水湾道坪石总站,彩虹站外",22.33416112,114.210131725,"[[""22.33416112"",""114.210131725""],[""22.334072208"",""114.210098223""],[""22.334041275"",""114.20993285""],[""22.334053173"",""114.209912626""],[""22.334073398"",""114.209897158""],[""22.334136454"",""114.209884071""],[""22.334160248"",""114.209868605""],[""22.334174526"",""114.209842431""],[""22.334180475"",""114.209816258""],[""22.334142402"",""114.209574742""],[""22.334117418"",""114.209443871""],[""22.334088864"",""114.209288016""],[""22.334075778"",""114.209150009""],[""22.334074448"",""114.209040475""],[""22.334081514"",""114.208937496""],[""22.334088491"",""114.208821464""],[""22.334095109"",""114.208757233""],[""22.33409745"",""114.208734501""],[""22.334103141"",""114.208684823""],[""22.33411653"",""114.208631446""],[""22.334146452"",""114.208506452""],[""22.334185496"",""114.208385461""],[""22.33421649"",""114.208325489""],[""22.334231492"",""114.208285454""],[""22.334258511"",""114.208227483""],[""22.334259506"",""114.208225482""],[""22.334264476"",""114.208214512""],[""22.334286524"",""114.208173437""],[""22.334308478"",""114.208142451""],[""22.334318507"",""114.208130442""],[""22.334372021"",""114.208064974""],[""22.334425558"",""114.208024523""],[""22.334498133"",""114.207999539""],[""22.334599542"",""114.207981479""],[""22.334647506"",""114.207972442""],[""22.334712454"",""114.207954518""],[""22.334729756"",""114.207946633""],[""22.334881433"",""114.207877516""],[""22.335104895"",""114.207767541""],[""22.335251232"",""114.207659275""]]"
10,2,TAN FUNG HOUSE,丹鳳樓,丹凤楼,"LUNG CHEUNG RDNEAR TAN FUNG HOUSE,CHOI HUNG ESTATE",龍翔道近彩虹丹鳳樓,龙翔道近彩虹丹凤楼,22.33523287,114.20761603,"[[""22.33523287"",""114.20761603""],[""22.335251232"",""114.207659275""],[""22.335397569"",""114.20759622""],[""22.335452295"",""114.20759384""],[""22.335505834"",""114.207590271""],[""22.335544008"",""114.207575591""],[""22.33555412"",""114.207570982""],[""22.335818508"",""114.207450505""],[""22.335905499"",""114.207406481""],[""22.335928429"",""114.207395558""],[""22.335947505"",""114.20738647""],[""22.335977496"",""114.207370461""],[""22.336031519"",""114.20733748""],[""22.336105459"",""114.207296407""],[""22.336160185"",""114.207271423""],[""22.336204205"",""114.207254767""],[""22.336247507"",""114.207233505""],[""22.336318512"",""114.207189476""],[""22.336420508"",""114.207102532""],[""22.336542471"",""114.206984521""],[""22.33666453"",""114.206834478""],[""22.336759847"",""114.206676393""],[""22.336772792"",""114.206654923""],[""22.337131006"",""114.206028156""],[""22.33728567"",""114.205758086""],[""22.337359541"",""114.205618533""],[""22.337417552"",""114.205500507""],[""22.337501489"",""114.205363508""],[""22.337537539"",""114.20529849""],[""22.337584529"",""114.205184546""],[""22.33758907"",""114.205117498""],[""22.337581281"",""114.205034573""],[""22.337564085"",""114.204980678""],[""22.337543861"",""114.204927141""],[""22.337520065"",""114.204878361""],[""22.337490323"",""114.204817685""],[""22.337449871"",""114.20474987""],[""22.337402283"",""114.204702282""],[""22.337273792"",""114.204632087""]]"
10,3,KAM WAN HOUSE,錦雲樓,锦云楼,"HAMMER HILL RDO/S KAM WAN HSE, CHOI HUNG EST",斧山道彩虹錦雲樓,斧山道彩虹锦云楼,22.337382094,114.204794737,"[[""22.337382094"",""114.204794737""],[""22.337273792"",""114.204632087""],[""22.337065588"",""114.204425074""],[""22.337004912"",""114.204375105""],[""22.336950184"",""114.204342982""],[""22.336893077"",""114.204323947""],[""22.33684073"",""114.204314429""],[""22.336784812"",""114.204309671""],[""22.336736034"",""114.204302532""],[""22.336696773"",""114.204291824""],[""22.336655131"",""114.204271599""],[""22.336623528"",""114.204247502""],[""22.336588576"",""114.204216503""],[""22.336573497"",""114.204192477""],[""22.336554531"",""114.204167488""],[""22.33655056"",""114.204155475""],[""22.336545504"",""114.204143542""],[""22.336540035"",""114.204122144""],[""22.336535575"",""114.204093491""],[""22.336535491"",""114.204055533""],[""22.336537572"",""114.204037515""],[""22.336540559"",""114.204008527""],[""22.336546524"",""114.203977537""],[""22.336571554"",""114.203927493""],[""22.336598566"",""114.203893546""],[""22.336627566"",""114.203864481""],[""22.336671788"",""114.20382307""],[""22.336781243"",""114.20373741""],[""22.336853816"",""114.203664837""],[""22.336991548"",""114.203524533""],[""22.337051533"",""114.203470491""],[""22.337124529"",""114.20340548""],[""22.337225523"",""114.203347521""],[""22.337279543"",""114.203319504""],[""22.337293544"",""114.203314541""],[""22.337311518"",""114.203312542""],[""22.337327506"",""114.203312545""],[""22.33737254"",""114.203313866""],[""22.337418939"",""114.203329332""],[""22.33745344"",""114.203345989""],[""22.337481994"",""114.203394767""],[""22.337492702"",""114.203434028""],[""22.337496568"",""114.203490515""],[""22.337497553"",""114.203549534""],[""22.33749655"",""114.203608553""],[""22.337501509"",""114.203659485""],[""22.337506174"",""114.203696119""],[""22.337509537"",""114.203722509""],[""22.337525505"",""114.203846556""],[""22.337553574"",""114.203972527""],[""22.33756955"",""114.20404252""],[""22.337579573"",""114.204071511""],[""22.337684267"",""114.204431609""],[""22.337695573"",""114.204470493""],[""22.337696566"",""114.204473537""],[""22.3377067"",""114.204508109""],[""22.33774053"",""114.204623537""],[""22.337780525"",""114.204737497""],[""22.337811492"",""114.204822548""],[""22.337841561"",""114.204884537""],[""22.337863502"",""114.20493155""],[""22.33788454"",""114.20497952""],[""22.337907563"",""114.205035501""],[""22.337912529"",""114.205042549""],[""22.337926527"",""114.205066496""],[""22.338014478"",""114.205218506""],[""22.338060714"",""114.205285001""],[""22.338176482"",""114.205451493""],[""22.338198517"",""114.205479525""],[""22.338318533"",""114.205637549""],[""22.338477803"",""114.20582474""],[""22.338506552"",""114.20585853""],[""22.338546472"",""114.205889529""],[""22.338575356"",""114.205918186""],[""22.3386051"",""114.205946739""],[""22.338640791"",""114.205976483""],[""22.338677514"",""114.206005513""],[""22.338779479"",""114.206078568""],[""22.338817174"",""114.20609942""],[""22.338844507"",""114.206114539""],[""22.338907549"",""114.206146503""],[""22.33895726"",""114.206157322""],[""22.33899771"",""114.20616327""],[""22.339026265"",""114.20616327""],[""22.339057489"",""114.206156545""],[""22.339096458"",""114.206150183""],[""22.339140478"",""114.206141855""],[""22.33917736"",""114.206129958""],[""22.339219"",""114.20611925""],[""22.33925947"",""114.206101571""],[""22.339323517"",""114.206065549""],[""22.339394524"",""114.206015512""],[""22.339429486"",""114.205977561""],[""22.339463547"",""114.205933524""],[""22.339482522"",""114.205895569""],[""22.339496533"",""114.205842558""],[""22.339497655"",""114.205834659""],[""22.339514054"",""114.20576709""],[""22.339527141"",""114.205690947""],[""22.339525951"",""114.205550559""],[""22.339522383"",""114.205445863""],[""22.339527173"",""114.205339446""],[""22.339527515"",""114.205332528""],[""22.339533484"",""114.205294572""],[""22.339540533"",""114.205267504""],[""22.339546499"",""114.205239558""],[""22.339556532"",""114.205209529""],[""22.339565479"",""114.205181502""],[""22.339578492"",""114.20513754""],[""22.339595483"",""114.205087574""],[""22.339616538"",""114.205041531""],[""22.339632531"",""114.205011504""],[""22.339649516"",""114.204981557""],[""22.339663522"",""114.20495257""],[""22.339687556"",""114.204909572""],[""22.339961857"",""114.204396397""]]"
10,4,CHI LIN NUNNERY,志蓮淨苑,志莲净苑,FUNG TAK RDNEAR SHEUNG YUEN ST,鳳德道近上元街,凤德道近上元街,22.339893794,114.204371146,"[[""22.339893794"",""114.204371146""],[""22.339961857"",""114.204396397""],[""22.340018708"",""114.204290037""],[""22.340042669"",""114.204245207""],[""22.340158487"",""114.204028529""],[""22.340253539"",""114.203856532""],[""22.340264562"",""114.203838515""],[""22.340268538"",""114.203829547""],[""22.340292571"",""114.203791512""],[""22.34029456"",""114.20378855""],[""22.340359523"",""114.203679571""],[""22.340369551"",""114.203663557""],[""22.340475532"",""114.203496527""],[""22.34048258"",""114.203482594""],[""22.340499566"",""114.203458573""],[""22.340571267"",""114.203350545""],[""22.340574554"",""114.203345592""],[""22.340636192"",""114.203283103""],[""22.340688454"",""114.203230124""],[""22.340726509"",""114.203191544""],[""22.340773575"",""114.203153593""],[""22.340920554"",""114.203037582""],[""22.341062562"",""114.20294159""],[""22.341396525"",""114.202779565""],[""22.341500448"",""114.202723775""],[""22.341522322"",""114.202712033""],[""22.341668521"",""114.202633546""],[""22.341872587"",""114.202511537""],[""22.342023543"",""114.202383594""],[""22.342166551"",""114.202246599""],[""22.342216905"",""114.202180002""],[""22.342324566"",""114.20203761""],[""22.342405519"",""114.201891554""],[""22.342421511"",""114.20186561""],[""22.342561556"",""114.201612574""],[""22.342599025"",""114.20152927""],[""22.342636227"",""114.20144497""],[""22.342792951"",""114.201104536""],[""22.342787003"",""114.200978426""],[""22.342821505"",""114.200877298""]]"
10,5,LUNG POON COURT,龍蟠苑,龙蟠苑,FUNG TAK RDO/S LUNG POON COURT,鳳德道龍蟠苑外,凤德道龙蟠苑外,22.342920228,114.200381919,"[[""22.342920228"",""114.200381919""],[""22.342821505"",""114.200877298""],[""22.342885751"",""114.200669096""],[""22.342966651"",""114.200527517""],[""22.343027833"",""114.200066004""],[""22.343040528"",""114.199974556""],[""22.343078486"",""114.199399652""],[""22.343137973"",""114.198899965""],[""22.343139163"",""114.198859515""],[""22.343129645"",""114.198826203""],[""22.343111799"",""114.19879646""],[""22.343079677"",""114.198771475""],[""22.343041605"",""114.198753629""],[""22.342821573"",""114.198709608""],[""22.342467593"",""114.198647569""],[""22.342237347"",""114.198609672""],[""22.34209356"",""114.198583605""],[""22.342004589"",""114.198570618""],[""22.341788818"",""114.198538288""],[""22.34148956"",""114.198489576""],[""22.341374578"",""114.198466574""],[""22.341373583"",""114.198466573""],[""22.341372591"",""114.198466573""],[""22.341107579"",""114.198418563""],[""22.340822605"",""114.198368548""],[""22.340685938"",""114.198346741""],[""22.340565632"",""114.198327587""],[""22.340451552"",""114.198308589""],[""22.340370623"",""114.198296565""],[""22.340079735"",""114.198245303""],[""22.3398826"",""114.198210563""],[""22.339797607"",""114.198188527""],[""22.339693554"",""114.198152555""],[""22.339591386"",""114.198094518""],[""22.339541418"",""114.198062395""],[""22.339495018"",""114.198026703""],[""22.339447429"",""114.197988633""],[""22.339412926"",""114.197960078""],[""22.339380604"",""114.19792756""],[""22.339368592"",""114.197916587""],[""22.339344568"",""114.197886553""],[""22.339286588"",""114.197810547""],[""22.339240623"",""114.197731581""],[""22.339199629"",""114.197623546""],[""22.339152218"",""114.197487807""],[""22.339125587"",""114.197411561""],[""22.339057198"",""114.197211738""],[""22.33900128"",""114.197077298""],[""22.338885569"",""114.196852562""],[""22.338859652"",""114.19680451""],[""22.338815582"",""114.196731549""],[""22.33866359"",""114.196513548""],[""22.338631274"",""114.196469346""],[""22.338593202"",""114.196415808""],[""22.338577736"",""114.196384876""],[""22.338571787"",""114.196355133""],[""22.338577736"",""114.196311113""],[""22.338587253"",""114.196268283""],[""22.338612239"",""114.196225452""],[""22.338637223"",""114.196196898""],[""22.338669594"",""114.196166558""],[""22.338767609"",""114.196062548""],[""22.338872579"",""114.195980559""],[""22.338950122"",""114.195924449""],[""22.339006039"",""114.195897086""],[""22.339066715"",""114.195874481""],[""22.339127392"",""114.195863773""]]"
10,6,LUNG YAT HOUSE,龍逸樓,龙逸楼,"SHATIN PASS RDNEAR LUNG YUET HSE,LOWER WONG TAI SIN EST",沙田坳道近黃大仙下龍逸樓,沙田坳道近黄大仙下龙逸楼,22.338859887,114.195866729,"[[""22.338859887"",""114.195866729""],[""22.339127392"",""114.195863773""],[""22.339335605"",""114.195856577""],[""22.339337643"",""114.195856477""],[""22.339740631"",""114.195836531""],[""22.339934654"",""114.195821583""],[""22.340096927"",""114.195812661""],[""22.340152614"",""114.195809599""],[""22.340233638"",""114.195791592""],[""22.34035161"",""114.195755572""],[""22.340533623"",""114.195706586""],[""22.340564585"",""114.195688883""],[""22.340587191"",""114.195663898""],[""22.340602657"",""114.195628207""],[""22.340610986"",""114.195599654""],[""22.340607416"",""114.195558012""],[""22.340463458"",""114.194896522""],[""22.340444423"",""114.194828709""],[""22.340415869"",""114.194754944""],[""22.340314614"",""114.194607598""],[""22.340292355"",""114.194579085""],[""22.340214637"",""114.194479534""],[""22.340174354"",""114.194445614""],[""22.340130334"",""114.194411112""],[""22.340053001"",""114.194351626""],[""22.339643734"",""114.194050624""],[""22.339301092"",""114.19380078""]]"
10,7,LUNG WING HOUSE,龍榮樓,龙荣楼,"TUNG TAU TSUEN RDNEAR LUNG WING HSE LOWER,WONG TAI SIN EST.  LP.E1377-7","東頭村道近黃大仙下龍榮樓, 燈柱E1377-7","东头村道近黄大仙下龙荣楼, 灯柱E1377-7",22.339271003,114.193842803,"[[""22.339271003"",""114.193842803""],[""22.339301092"",""114.19380078""],[""22.339067904"",""114.193630649""],[""22.338598571"",""114.193277167""],[""22.338316666"",""114.19307156""],[""22.338042636"",""114.192861557""],[""22.337601839"",""114.192532663""]]"
10,15,KOWLOON TONG CLUB,九龍塘會,九龙塘会,WATERLOO RDSOUTH OF DERBY RD,窩打老道打比道以南,窝打老道打比道以南,22.329347844,114.178742895,"[[""22.329347844"",""114.178742895""],[""22.329685717"",""114.178720451""],[""22.329584666"",""114.178715674""],[""22.329504954"",""114.178697828""],[""22.329156363"",""114.178677603""],[""22.328894623"",""114.178634773""],[""22.328803013"",""114.178622875""],[""22.328661436"",""114.178596701""],[""22.328550791"",""114.178588373""],[""22.328490855"",""114.178584478""],[""22.328224843"",""114.178567418""],[""22.328122507"",""114.178560589""],[""22.328117467"",""114.178560253""],[""22.328092165"",""114.178558566""],[""22.32792478"",""114.178547395""],[""22.327785857"",""114.178538427""],[""22.327524109"",""114.178521746""],[""22.327460948"",""114.17851772""],[""22.327408836"",""114.178514398""],[""22.327258744"",""114.178516989""],[""22.327043402"",""114.178525317""],[""22.326999837"",""114.178527446""],[""22.326981861"",""114.178527447""],[""22.326913721"",""114.178528886""],[""22.326804267"",""114.178532455""],[""22.326048787"",""114.178505091""],[""22.325864379"",""114.178480108""],[""22.325668074"",""114.178446795""],[""22.325552671"",""114.178434897""],[""22.325446785"",""114.178425379""],[""22.324966134"",""114.178389687""],[""22.324841212"",""114.17838493""],[""22.324753172"",""114.17838136""],[""22.32464882"",""114.178374399""],[""22.324550917"",""114.178370652""],[""22.324454548"",""114.178368272""],[""22.324343904"",""114.178365893""],[""22.324220172"",""114.178361135""],[""22.324047662"",""114.178356376""],[""22.323816592"",""114.178348332""],[""22.323615788"",""114.178346857""],[""22.323314886"",""114.178345174""],[""22.323087549"",""114.178337339""],[""22.322931694"",""114.178365893""]]"
10,16,KOWLOON HOSPITAL,九龍醫院,九龙医院,WATERLOO RDHSE NO. 96-94 KOWLOON HOSPITAL,窩打老道九龍醫院門牌96-94號,窝打老道九龙医院门牌96-94号,22.323064254,114.17828783,"[[""22.323064254"",""114.17828783""],[""22.322931694"",""114.178365893""],[""22.322843956"",""114.178337069""],[""22.322692797"",""114.178289342""],[""22.322514445"",""114.178239424""],[""22.322181823"",""114.178146329""],[""22.322162866"",""114.178142245""],[""22.322107844"",""114.178130393""],[""22.322063855"",""114.17812639""],[""22.322013523"",""114.178118158""],[""22.321958795"",""114.178115778""],[""22.321901688"",""114.178112209""],[""22.321835063"",""114.178112209""],[""22.321793423"",""114.178115779""],[""22.321751782"",""114.178126486""],[""22.321688726"",""114.17815385""],[""22.321617343"",""114.178172885""],[""22.32158879"",""114.178175266""],[""22.321559047"",""114.178174075""],[""22.321532872"",""114.178169316""],[""22.321506698"",""114.178159798""],[""22.321486472"",""114.17815266""],[""22.321459109"",""114.178138383""],[""22.321431745"",""114.178116968""],[""22.321400811"",""114.178089605""],[""22.321384156"",""114.17806462""],[""22.321365746"",""114.178033163""],[""22.32133483"",""114.177968323""],[""22.321287016"",""114.1778737""],[""22.321198558"",""114.177687475""],[""22.32114621"",""114.177593486""],[""22.321099811"",""114.177520914""],[""22.32105698"",""114.177466186""],[""22.32100939"",""114.177423355""],[""22.320873761"",""114.177322228""],[""22.320374075"",""114.176937945""],[""22.319931494"",""114.17661315""]]"
10,17,MAN KEE MANSION,萬基大廈,万基大厦,WATERLOO RDHSE NO. 86A,窩打老道門牌86號A,窝打老道门牌86号A,22.319899038,114.176680241,"[[""22.319899038"",""114.176680241""],[""22.319931494"",""114.17661315""],[""22.318644207"",""114.175631621""],[""22.318420538"",""114.175465059""],[""22.317726925"",""114.174948717""]]"
10,18,HO MAN TIN STREET,何文田街,何文田街,WATERLOO RDHSE NO. 72A NEAR PUI CHING RD,窩打老道近培正道門牌72號A,窝打老道近培正道门牌72号A,22.317661134,114.175061793,"[[""22.317661134"",""114.175061793""],[""22.317726925"",""114.174948717""],[""22.317381902"",""114.174689354""],[""22.317243893"",""114.174581089""],[""22.316491984"",""114.174017157""],[""22.316294488"",""114.1738732""],[""22.315985159"",""114.173643581""],[""22.315355791"",""114.173177207""],[""22.314815005"",""114.172790102""]]"
10,19,KWONG WAH HOSPITAL,廣華醫院,广华医院,WATERLOO RDOPP. TO KWONG WAH HOSPITALHOUSE NO.54,窩打老道廣華醫院對面門牌54號,窝打老道广华医院对面门牌54号,22.314770175,114.172864106,"[[""22.314770175"",""114.172864106""],[""22.314815005"",""114.172790102""],[""22.314066908"",""114.172236293""],[""22.313615693"",""114.171900186""],[""22.313354717"",""114.171705786""]]"
10,20,YAU MA TEI FIRE STATION,油麻地消防局,油麻地消防局,WATERLOO RDNEAR YAU MA TEI FIRE STATION,窩打老道近油麻地消防局,窝打老道近油麻地消防局,22.313307751,114.171775306,"[[""22.313307751"",""114.171775306""],[""22.313354717"",""114.171705786""],[""22.313200926"",""114.171591228""],[""22.313164604"",""114.171558496""],[""22.313133672"",""114.171531131""],[""22.313109878"",""114.17149782""],[""22.313090841"",""114.171466886""],[""22.313078944"",""114.171416918""],[""22.313061907"",""114.171346232""],[""22.313055943"",""114.171310282""],[""22.313044921"",""114.171253276""],[""22.3130339"",""114.171181296""],[""22.312962351"",""114.17079112""],[""22.31291952"",""114.170530568""],[""22.312744631"",""114.169514538""],[""22.312720835"",""114.169376529""],[""22.312688766"",""114.169196707""]]"
10,21,SHANGHAI STREET,上海街,上海街,WATERLOO RDJUNCTION BETWEEN SHANGHAI ST.AND RECLAMATION ST.,窩打老道介乎上海街與新填地街,窝打老道介乎上海街与新填地街,22.312617939,114.169211259,"[[""22.312617939"",""114.169211259""],[""22.312688766"",""114.169196707""],[""22.312673392"",""114.169111236""],[""22.312635809"",""114.168894257""],[""22.312506646"",""114.16816015""],[""22.312495957"",""114.168096225""],[""22.312450728"",""114.167911496""],[""22.312396001"",""114.167722329""],[""22.312350791"",""114.167486762""],[""22.312328187"",""114.167386826""],[""22.312237767"",""114.166982317""],[""22.312200885"",""114.16674913""],[""22.312161047"",""114.166531822""],[""22.312131882"",""114.166408867""],[""22.312110465"",""114.166329155""],[""22.312083957"",""114.166237289""],[""22.312042943"",""114.166140253""],[""22.311981964"",""114.166028246""],[""22.311885937"",""114.165890221""],[""22.311854952"",""114.165834258""],[""22.311813939"",""114.165766285""],[""22.311754736"",""114.165684321""],[""22.311664976"",""114.165573259""],[""22.311612944"",""114.165513215""],[""22.311589363"",""114.165482067""],[""22.311534637"",""114.165417821""],[""22.311477529"",""114.165354766""],[""22.311402015"",""114.165270235""],[""22.311363983"",""114.165222278""],[""22.31131701"",""114.165162233""],[""22.311293973"",""114.165127247""],[""22.311266963"",""114.165069283""],[""22.311245008"",""114.164996265""],[""22.311240941"",""114.164982254""],[""22.311245995"",""114.164932212""],[""22.311265957"",""114.16490627""],[""22.311306963"",""114.164889212""],[""22.311447786"",""114.164858648""],[""22.311510014"",""114.16484628""],[""22.311696439"",""114.164799161""],[""22.31179797"",""114.164772275""],[""22.3122687"",""114.16467305""],[""22.312391243"",""114.164649256""],[""22.312874273"",""114.164554077""],[""22.313058682"",""114.164516006""],[""22.313551229"",""114.164417258""],[""22.313703516"",""114.164379186""],[""22.313807021"",""114.164314941""],[""22.314043778"",""114.164256644""]]"
10,22,CHARMING GARDEN,富榮花園,富荣花园,HOI WANG RDO/S CHARMING GARDEN,海泓道富榮花園對出,海泓道富荣花园对出,22.314038817,114.164201274,"[[""22.314038817"",""114.164201274""],[""22.314043778"",""114.164256644""],[""22.314166488"",""114.164260176""],[""22.315140878"",""114.164038886""],[""22.315934428"",""114.163833062""],[""22.316086714"",""114.163771196""],[""22.31620908"",""114.163732822""]]"
